"first_name","last_name"
"Gunnar","Möller"
"Gunnar (I)","Nielsen"
"Gunnel","Nellmer"
"Gunther","Philipp"
"Gunvor","Pontén"
"Gustaf","Gründgens"
"Gustav","Fröhlich"
"Gustav","Heverle"
"Gustavo","Tecuapetla R."
"Gustavo (I)","Rojo"
"Guy","Belaidi"
"Guy","Madison"
"Guy","Stockwell"
"Guy (I)","Provost"
"Gwen","Verdon"
"Gwenda","Hemus"
"György","Bánffy"
"György","Bárdy"
"Gyrd","Løfqvist"
"H.C.","Branner"
"Hadda","Brooks"
"Hal","Cooke"
"Hal","Roach"
"Hal","Smith"
"Halil","Kumova"
"Halit","Akçatepe"
"Halla","Margret"
"Halvard","Svelle"
"Hamilton","Camp"
"Hank","Iba"
"Hank","Patterson"
"Hanka","Bielicka"
"Hans","Conried"
"Hans","Cossy"
"Hans","Cürlis"
"Hans","Hanauer"
"Hans","Hass"
"Hans","Paetsch"
"Hans","Waßermann"
"Hans-Michael","Rehberg"
"Hans (I)","Bergmann"
"Hans (I)","Meyer"
"Hans (I)","Moser"
"Hans (III)","Frank"
"Hansi","Wendler"
"Haradhan","Bannerjee"
"Hardy","Krüger"
"Harold","Lloyd"
"Harold","Nicholas"
"Harold","Russell"
"Harper","Goff"
"Harpo","Marx"
"Harriet","Andersson"
"Harry","Belafonte"
"Harry","Carey Jr."
"Harry","Edison"
"Harry","Hay"
"Harry","Morgan"
"Harry","Raymon"
"Harry","Secombe"
"Harry","Stockwell"
"Harry","Towb"
"Harry (I)","Langdon"
"Harry S.","Truman"
"Hassan","Brijany"
"Hassan","Shokoohi"
"Hasse","Tellemar"
"Hatcher","Flaschen"
"Hattie","Jacques"
"Hattie","McDaniel"
"Hauk","Langlo"
"Hazel","Court"
"Hebe","Camargo"
"Hector","Riverra"
"Héctor","Barrajón"
"Héctor","Pascuali"
"Hedy","Lamarr"
"Heidi","Kabel"
"Heidi","Range"
"Heikki","Sankari"
"Heinrich","Himmler"
"Heinz","Ambrosch"
"Heinz","Beck"
"Heinz","Erhardt"
"Heinz","Rühmann"
"Helen","Gahagan"
"Helen","Proimos"
"Helen","Ramsay"
"Helen","Vita"
"Helena","Haavisto"
"Helena","Roj-Rytardowa"
"Helena","Ruzicková"
"Hélène","Duc"
"Helga","Liné"
"Helga","Trixi"
"Helge","Herala"
"Helge","Reiss"
"Helle","Virkner"
"Helma","Gautier"
"Helmut","Meier-Lautenschläger"
"Henk","Groeneveld"
"Henny","Youngman"
"Henri","Billen"
"Henri","Cartier-Bresson"
"Henri","Donnedieu de Vabres"
"Henri","Emmanuelli"
"Henri","Salvador"
"Henri","Soxal"
"Henry","Corden"
"Henry","Fonda"
"Henry","Ford"
"Henry","Hull"
"Henry","Rogers"
"Henry","Surentu"
"Henry","Wilcoxon"
"Henry (I)","Brandon"
"Henry (I)","Jones"
"Henry B.","Walthall"
"Herb","Jeffries"
"Herbert","Lom"
"Herbert","Sorkin"
"Herbert","Weber"
"Herbert (I)","Hoover"
"Herman","Chitterson"
"Hermann","Göring"
"Hermes","Pan"
"Hideki","Tojo"
"Hilda","Campbell-Russell"
"Hildegard","Knef"
"Hiram","Johnson"
"Hiroko","Kawasaki"
"Hiroyuki","Nagato"
"Hisham","Abdul Hamid"
"Hjalmar","Schacht"
"Hoda","Soltan"
"Honor","Blackman"
"Hope","Lange"
"Howard","Hawks"
"Howard","Keel"
"Howard","Morris"
"Howard","Taylor"
"Howard (I)","Hughes"
"Howard (I)","Vernon"
"Howie","Nesto"
"Hudson","Shotwell"
"Huey (II)","Long"
"Hugh","O'Brian"
"Hughie","Green"
"Huguette","Oligny"
"Hülya","Babus"
"Humberto","Herrera"
"Hume","Cronyn"
"Humphrey","Bogart"
"Hunor","Tasnadi"
"Hüseyin Kemal","Gürmen"
"I.","Doromin"
"I.","Kikhteva"
"I.","Patorzhinsky"
"Ian","Botham"
"Ian (I)","Carmichael"
"Ib","Schønberg"
"Ida","Lupino"
"Ignacio","Villa"
"Ignacio F.","Iquino"
"Igor","Gaïevski"
"Ildikó","Kishonti"
"Ildikó","Pádua"
"Ileana","Niculescu"
"Ilenia","Palmioli"
"Ilham","Shahin"
"Ilka","Soares"
"Illinois","Jacquet"
"Illona","Wieselmann"
"Ilona","Karolewna"
"Ilse","Werner"
"Ilse","Zielstorff"
"Inda","Ledesma"
"Inés","Sastre"
"Inga","Gill"
"Inga","Landgré"
"Inge","Keller"
"Inge","Konradi"
"Inge","Meysel"
"Ingeborg","Brams"
"Ingmar","Bergman"
"Ingo","Portykus"
"Ingrid","Bergman"
"Ingrid","Luterkort"
"Ingvar","Kjellson"
"Inka","Zemánková"
"Inna","Zubchenko"
"Ion T.","Nikitchenko"
"Irena","Laskowska"
"Irene","Andor"
"Irene","Handl"
"Irene","Papas"
"Irene","Ryan"
"Irène","Devavry"
"Irina","Kiselyova"
"Irma","Dorantes"
"Irma","Roy"
"Irma","Torres"
"Iron Eyes","Cody"
"Irving","Thalberg"
"Isaac","Stern"
"Isabel","de Castro"
"Isabel (I)","Molina"
"Isabella Jackh","Nanda"
"Isak","Dinesen"
"Ishtara","Veen"
"Ismael","Larumbe"
"Isoroku","Yamamoto"
"Israel","Becker"
"Israel","Chas de Cruz"
"István","Fabinyi"
"István","Rimóczy"
"Isuzu","Yamada"
"Ivan","Desny"
"Ivan","Pelttser"
"Iván","Darvas"
"Ivane","Perestiani"
"Ivo","Scheloske"
"Ivy","Ling"
"J. Edgar","Hoover"
"J. Robert","Oppenheimer"
"Jack","Bannister"
"Jack","Benny"
"Jack","Brand"
"Jack","Cardiff"
"Jack","Elam"
"Jack","Jenney"
"Jack","Lemmon"
"Jack","Narz"
"Jack","Paar"
"Jack","Palance"
"Jack","Teagarden"
"Jack","Webb"
"Jack (I)","Carson"
"Jack (I)","Cole"
"Jack (I)","Dempsey"
"Jack (I)","Larson"
"Jack (I)","Mattis"
"Jack (I)","Warner"
"Jack (I)","Williams"
"Jack (II)","Bruce"
"Jack (II)","Carter"
"Jack (II)","Duffy"
"Jack (VIII)","Johnson"
"Jack L.","Warner"
"Jackie","Coogan"
"Jackie","Cooper"
"Jackie (I)","Gleason"
"Jackie (I)","Robinson"
"Jacqueline","Duc"
"Jacqueline","Lovell"
"Jacqueline","Noëlle"
"Jacqueline","Susann"
"Jacqueline (II)","Taylor"
"Jacques","Arnna"
"Jacques","Brécourt"
"Jacques","Dacqmine"
"Jacques","Dufilho"
"Jacques","Dynam"
"Jacques","François"
"Jacques","Mauclair"
"Jacques","Sernas"
"Jacques (I)","Mercier"
"Jacques (I)","Perrin"
"Jade","Marxxx"
"Jafeth","Ananda"
"Jaime","Zenóglio"
"Jaime (II)","Fernández"
"James","Andelin"
"James","Arness"
"James","Cagney"
"James","Eckhouse"
"James","Gonzalez"
"James","Mitchum"
"James","Shanta"
"James","Whitmore"
"James (I)","Best"
"James (I)","Cross"
"James (I)","Fox"
"James (I)","Mason"
"James (I)","Mitchell"
"James (I)","Stewart"
"James (II)","Doolittle"
"James (II)","MacDonald"
"James (III)","Fowler"
"James (III)","Jones"
"James (IV)","Long"
"James (VIII)","Kennedy"
"James Robertson","Justice"
"Jan","Rubes"
"Jan","Werich"
"Jan-Olof","Strandberg"
"Jandris","Irena-Heliana"
"Jane","Adler"
"Jane","Danjou"
"Jane","Laurell"
"Jane","Ray"
"Jane","Russell"
"Jane","Tilden"
"Jane","Withers"
"Jane","Wyman"
"Jane (I)","Powell"
"Janet","Dawley"
"Janet","Leigh"
"Janet","Martin"
"Janet","Waldo"
"Janet (I)","Brown"
"Janine","Duvitski"
"Janine","Sutto"
"Janis","Paige"
"Janis","Paukstello"
"János","Gönczöl"
"Jarmila","Ksírová"
"Jaroslava","Adamová"
"Jascha","Heifetz"
"Jason","Fa'afoi"
"Jason","Jarchow"
"Jawaharlal","Nehru"
"Jay","Jostyn"
"Jay","Kamala"
"Jay","Livingston"
"Jay","Rames"
"Jay","Silverheels"
"Jay R.","Smith"
"Jayasiri","Chandrajith"
"Jaye P.","Morgan"
"Jean","Carmet"
"Jean","Cyri"
"Jean","Davy"
"Jean","Desailly"
"Jean","Estelle-Vaisset"
"Jean","Gabin"
"Jean","Hagen"
"Jean","Marais"
"Jean","Narboni"
"Jean","Piat"
"Jean","Pommier"
"Jean","Topart"
"Jean","Valmont"
"Jean-Christophe","Brétigniere"
"Jean-Christophe","Febbrari"
"Jean-Claude","Deret"
"Jean-Claude","Houbart"
"Jean-Claude (I)","Pascal"
"Jean-Louis","Roux"
"Jean-Luc","Godard"
"Jean-Luc","Mimo"
"Jean-Marc","Thibault"
"Jean-Marie","Semille"
"Jean-Michel","Vénus"
"Jean-Paul","Rouvray"
"Jean-Pierre","Janiaud"
"Jean-Pierre","Mocky"
"Jean-Pierre","Réginal"
"Jean (I)","Anderson"
"Jean (I)","Simmons"
"Jeanie","Macpherson"
"Jeanne","Bates"
"Jeanne","Crain"
"Jeanne","Moreau"
"Jeanne","Nancray"
"Jece","Valadão"
"Jef","Burm"
"Jeff","Herbick"
"Jeffrey","Jolson-Colburn"
"Jeni","Le Gon"
"Jennifer","Shami"
"Jennifer","Solandz"
"Jennifer (I)","Jones"
"Jenny","Roussea"
"Jens","Geutebrück"
"Jens (I)","Rasmussen"
"Jeremia","Ramasita"
"Jerry","Campbell"
"Jerry","Maren"
"Jerry","Romie"
"Jerry","Rosenberg"
"Jerry","Stiller"
"Jerry","Storm"
"Jerry (I)","Lewis"
"Jerry (I)","Trent"
"Jerry (IV)","Jerome"
"Jerzy","Dukay"
"Jesse","Lasky Jr."
"Jesse","Owens"
"Jesse","Simplain"
"Jesse","Tewson"
"Jessica","Spencer"
"Jessica","Tandy"
"Jetje","Cabanier"
"Jida","Gulpilil"
"Jill","Balcon"
"Jill","St. John"
"Jim","Backus"
"Jim","Howlin"
"Jim","Laker"
"Jim","Rygiel"
"Jim","Scotlin"
"Jim (I)","Davis"
"Jimmie","Lunceford"
"Jimmy","Burns"
"Jimmy","Dean"
"Jimmy","Durante"
"Jimmy","Page"
"Jimmy","Wood"
"Jimmy","Yoe"
"Jimmy (I)","Edwards"
"Jing","Ning"
"Jirí","Kodet"
"Jirina","Bohdalová"
"Joachim","Gottschalk"
"Joachim","von Ribbentrop"
"Joan","Crawford"
"Joan","Drott"
"Joan","Leslie"
"Joan","Marion"
"Joan","Marsh"
"Joan","Shawlee"
"Joan","Sheehy"
"Joan (I)","Hickson"
"Joan (I)","Morgan"
"Joanna","Kurek"
"João","Perry"
"Joaquín","Cordero"
"Joe","Besser"
"Joe","DeRita"
"Joe","DiMaggio"
"Joe","Kerr"
"Joe","Knight"
"Joe","Louis"
"Joe","Maruzzo"
"Joe","Niekro"
"Joe","Pingue"
"Joe","Sevely"
"Joe","Turkel"
"Joe","Yasinsky"
"Joe (I)","Franklin"
"Joe (II)","Schilling"
"Joe (II)","Smith"
"Joe (III)","McCarthy"
"Joe (IV)","Adams"
"Joël","Dalpé-Drapeau"
"Joelle","Rekers"
"Joëlle","Robin"
"Joey","Balthozar"
"Joey","Lanai"
"Johannes","Heesters"
"Johannes (II)","Meyer"
"Johannes V.","Jensen"
"John","Agar"
"John","Arlott"
"John","Cage"
"John","Devereaux"
"John","Gielgud"
"John","Gonetos"
"John","Gregson"
"John","Hirohata"
"John","Le Mesurier"
"John","Marley"
"John","Milledge"
"John","Oscar"
"John","Raitt"
"John","Randolph"
"John","Souther"
"John","War Eagle"
"John","Wynn"
"John (I)","Archer"
"John (I)","Berry"
"John (I)","Carson"
"John (I)","Clayton"
"John (I)","Daly"
"John (I)","Dillinger"
"John (I)","Fiedler"
"John (I)","Ford"
"John (I)","Forsythe"
"John (I)","Garfield"
"John (I)","Gilbert"
"John (I)","Harmon"
"John (I)","Hart"
"John (I)","Hendrick"
"John (I)","Houseman"
"John (I)","Huston"
"John (I)","Laurie"
"John (I)","McCallum"
"John (I)","McLaren"
"John (I)","Mills"
"John (I)","Mooney"
"John (I)","O'Leary"
"John (I)","Stanley"
"John (I)","Wayne"
"John (III)","Jenkins"
"John Howard","Davies"
"John J.","Donough"
"John J.","Parker"
"John J.","Pershing"
"John Jacob","Astor"
"John Phillip","Law"
"Johnny","Briggs"
"Johnny","Cocktails"
"Johnny","Wayne"
"Jon","Clairmonte"
"Jon","Pertwee"
"Jonathan","Nelms"
"Jordanco","Cevrevski"
"Jorge","Dória"
"Jorge","Luz"
"Jørgen","Nash"
"Jørgen","Reenberg"
"José","Artur"
"José","Lewgoy"
"José","Loza"
"José","Sáenz"
"José","Sancho"
"José","Soler"
"José","Soria"
"José","Vasconcelos"
"José","Ziggiati"
"José A.","Martínez Suárez"
"José Luis","Alfonzo"
"José Luis","López Vázquez"
"José Luis (I)","Pérez"
"José María","Gutiérrez"
"José María","Navarro"
"José Mojica","Marins"
"Josef","Goebbels"
"Josef","Thalmeier"
"Josef","Vithayathil"
"Joseph","Marzano"
"Joseph","O'Conor"
"Joseph","Santley"
"Joseph","Stalin"
"Joseph","Wiseman"
"Joseph (I)","Cotten"
"Joseph (IV)","Breen"
"Joseph L.","Mankiewicz"
"Joseph M.","Schenck"
"Josephine","Baker"
"Josh","Bashioum"
"Josh","Blackhill"
"Josh","Marchette"
"Josip Broz","Tito"
"Joss","Ackland"
"Joy","Hodges"
"Joyce","Randolph"
"Joyce","Redman"
"Juan","Carlos 'El Oazaco'"
"Juan","Lombardero"
"Juan José","Padilla"
"Juan Manuel","Fangio"
"Juanita","Junco"
"Juanita","Many"
"Juanita","Moore"
"Judith","Chalmers"
"Judith","Magre"
"Judy","Campbell"
"Judy","Daish"
"Judy (I)","Garland"
"Julanne","Johnston"
"Julie","Kanberg"
"Julie (I)","Adams"
"Julie (I)","Andrews"
"Julien","Arame"
"Juliet","Mills"
"Juliette","Gréco"
"Julio","Martims"
"Júlio","Cunha"
"Júlio","Pereira"
"Julius","Schaub"
"Julius","Streicher"
"Jun","Maki"
"June","Bennett"
"June","Foray"
"June","Havoc"
"June","Juanico"
"June","Lockhart"
"June","Whitfield"
"Justin","Vernola"
"Justine","Michioka"
"Jylkytchy","Jakypov"
"K.","Klimaszewski"
"K.R.","Vijaya"
"Kader","Titwalkar"
"Kahlid","Shabazz"
"Kai-Shek","Chiang"
"Kálmán","Somody"
"Kamini","Kaushal"
"Kani","Kipçak"
"Kanitpat","Premkij"
"Karch","Kiraly"
"Karel","Sasek"
"Karen","Isaaks"
"Karen","Mistal"
"Karen","Morley"
"Kari","Kaos"
"Kari","Ramnefjell"
"Karl","Dönitz"
"Karl","Goos"
"Karl","Malden"
"Karl","Schönböck"
"Karl 'Karchy'","Kosiczky"
"Karlheinz (I)","Böhm"
"Karmel","Eikner"
"Karolyn","Grimes"
"Kasey (I)","Rogers"
"Kate","Dulcich"
"Kate","Thalén"
"Kate","Toncray"
"Katharina","Brauren"
"Katharine","Hepburn"
"Katherine","Bates"
"Katherine","Dunham"
"Katherine","Zarimba"
"Kathleen","Byron"
"Kathleen (I)","Freeman"
"Kathleen (I)","Hughes"
"Kathryn","Beaumont"
"Kathryn","Grayson"
"Kathy","Cunningham"
"Kathy","Najimy"
"Katy","Jurado"
"Kavya","Madhavan"
"Kay","Kendall"
"Kay","Kyser"
"Kay Bonner","Nee"
"Kay Kyser","Band"
"Kaye","Ballard"
"Kazimierz","Justian"
"Kazimierz","Wajda"
"Kazu","Hikari"
"Keenan","Wynn"
"Kees","Brusse"
"Keiju","Kobayashi"
"Keiko","Awaji"
"Keiko","Kishi"
"Keiko","Tsushima"
"Keith","Chief Moon"
"Kelley","Sutphin"
"Ken","Houchins"
"Ken","Maruskin"
"Ken","Narasaki"
"Ken","Pepiot"
"Ken (I)","Roberts"
"Kenneth","Anger"
"Kenneth","Tobey"
"Kenneth","Utt"
"Kenneth (I)","Connor"
"Kenneth (I)","Griffith"
"Ketaki","Dutta"
"Keve","Hjelm"
"Kevin","Chuka"
"Kevin (I)","McCarthy"
"Kevin Scott","Frakes"
"Keyvan","Chemirani"
"Kichisaburo","Nomura"
"Kim","Evey"
"Kim (I)","Hunter"
"King","Vidor"
"Kirk (I)","Douglas"
"Kishori","Balal"
"Kitty","Carlisle"
"Kjell","Willi-Johansen"
"Klara","Belova"
"Klara","Luchko"
"Klaus (II)","Jüptner"
"Klea","Blackhurst"
"Knut","Frankman"
"Kofi","Amankwah"
"Konstantin","von Neurath"
"Konstantin (I)","Smirnov"
"Koothatukulam","Leela"
"Krit","Sripoomseth"
"Ksenija","Jovanovic"
"Kukrit","Pramoj"
"Kurt","Gerron"
"Kutumba Rao","Rallabandi"
"Kyle","Allatt"
"Kyle","Gallner"
"Kyle","Klipowitz"
"Kyle","Lowder"
"Kyôko","Kagawa"
"Kyrre Haugen","Sydness"
"L.","Shyakhtur"
"Laddie","John Dill"
"Ladislav","Chudík"
"Laetitia","Casta"
"Lajos","Mezey"
"Lalo","Lorza-Baker"
"Lana","Turner"
"Landa","Lollobrigida"
"Larry","Adams"
"Larry","Storch"
"Larry (I)","Fine"
"Lars","Birbach"
"Lash","La Rue"
"Lasse","Pöysti"
"László","Dobosi"
"László","Joó"
"Laura","Gore"
"Laura","Sawyer"
"Laure","Diana"
"Lauren","Bacall"
"Laurence","Olivier"
"Laurence (I)","Harvey"
"Laurent","Hennequin"
"Laurent","Vignaux"
"Lauretta","Parillo"
"Laurette","Taylor"
"Lawrence","Tierney"
"Lawrence","Welk"
"Lazar","Strugar"
"Leatrice Joy","Gilbert"
"Lee (I)","Moore"
"Leif","Wager"
"Leigh","Montville"
"Leila","Itkonen"
"Leila","Jocelin"
"Leire","Zuazua"
"Lelia","Goldoni"
"Lena","Horne"
"Lena","Juliette"
"Lena","Malena"
"Leni","Riefenstahl"
"Lenka","Peterson"
"Lenke","Egyed"
"Lenore","Ulric"
"Leo","Durocher"
"Leo","Krokos"
"Leo","Mathiesen"
"Leo","McCarey"
"Leo","Sheffield"
"Leon","Errol"
"Leon","Trotsky"
"Leonard","Christmas"
"Leonid","Utyosov"
"Leopoldo","Trieste"
"LeRoy","Taylor"
"Les","Jankey"
"Les","Tremayne"
"Les (I)","Brown"
"Leslie","Phillips"
"Leslie (I)","Howard"
"Lester","Gopaoco"
"Letizia","Shalimar"
"Lewis","Fagen"
"Lewis (II)","Gilbert"
"Lex","Barker"
"Lex","Medlin"
"Liana","Persi"
"Libertad","Lamarque"
"Licia","Albanese"
"Lícia","Magna"
"Lida","Salin"
"Lída","Baarová"
"Lideo","Baldeon"
"Lídia","Mattos"
"Lidija","Dominkovic"
"Lidiya","Smirnova"
"Lili","Poór"
"Lili","Popivanova"
"Lily","Broberg"
"Lily","Morris"
"Lily","Mounet"
"Lily","Weiding"
"Lima","Duarte"
"Line","Renaud"
"Lionel","Barrymore"
"Lionel","Hampton"
"Lionel","Stander"
"Lionel G.","Wilson"
"Liron","Zayed"
"Lisa","Carpenter-Prewitt"
"Lisa","Elaina"
"Lisa","Fancher"
"Lise","Roy"
"Lita","Grey"
"Lita","Recio"
"Little","Bear"
"Liu","Zi"
"Liv","Heløe"
"Liva","Weel"
"Liza","Alexiou"
"Liza","Minnelli"
"Ljuba","Skorepová"
"Lloyd","Bochner"
"Lloyd","Bridges"
"Lloyd","Morgan"
"Lois","Best"
"Lois","Hall"
"Lois","Maxwell"
"Lola","Albright"
"Lola","Flores"
"Lola","Lemos"
"Lola","Müthel"
"Lolita","Rodrigues"
"Lomax","Study"
"Lon","Chaney"
"Lon","Chaney Jr."
"Lonesome","Organist"
"Lord","Halifax"
"Lord","Kitchener"
"Lorella","Cuccarini"
"Lorenzo","Lavia"
"Loretta","Young"
"Lorna","Gray"
"Lorri","Vilott"
"Lou","Boudreau"
"Lou","Gehrig"
"Lou","Thesz"
"Lou (I)","Holtz"
"Louella","Parsons"
"Louie","Bellson"
"Louis","de Funès"
"Louis","Jordan"
"Louis","Mountbatten"
"Louis-Karim","Nébati"
"Louis-Michel","Brémont"
"Louis (I)","Armstrong"
"Louis (II)","Daviault"
"Louis B.","Mayer"
"Louis Ozawa","Changchien"
"Louisa","Millwood-Haigh"
"Louise","Purnell"
"Lourdes","Norberto"
"Lubomír","Lipský"
"Lubor","Tokos"
"Luc G.","Nicknair"
"Lucas","Mirvois"
"Luchino","Visconti"
"Lucia","Bosé"
"Lucia","LaCerte"
"Lucie","Blossier"
"Lucien","Jean-Baptiste"
"Lucienne","Bernadac"
"Lucienne","Legrand"
"Lucienne","Myosa"
"Lucille","Ball"
"Lucille","Bliss"
"Lucille","La Verne"
"Lucille","Lund"
"Lucille","Rubey"
"Lucy","Doraine"
"Lucy","Gallardo"
"Ludmila","Tsekh"
"Luigi","Indraccolo"
"Luis","Buñuel"
"Luis","Heredia"
"Luis","Infiesta"
"Luis","Trenker"
"Luis (I)","Torres"
"Luise","Rainer"
"Luiz","Melodia"
"Lukas","Ammann"
"Lulu","Ziegler"
"Lupita","Tovar"
"Lusi","Avusyak"
"Luther","Adler"
"Luther","Hoobyar"
"Lya","De Putti"
"Lycourgos","Callerghis"
"Lydia","Lamaison"
"Lydia","Palan"
"Lyndee","Yamshon"
"Lynn","Stalmaster"
"Lyudmila","Ksenofontova"
"M.","Faucon"
"M.","Janan"
"M.","Sarauli"
"M.","Sharashidze"
"M. Night","Shyamalan"
"M.A.","Romensky"
"M.B.","Sreenivasan"
"M.D.","Sen-Elnikova"
"M.N.","Nambiar"
"M.N.","Rajam"
"M.R.","Gopakumar"
"M.S.","Madhava Rao"
"Mabel","Terry-Lewis"
"Macdonald","Carey"
"Machiko","Kyô"
"Mack","Sennett"
"Madame","Chiang"
"Madeleine","Barbulée"
"Madeleine","Céliat"
"Madeleine","Lubetty"
"Madeline","Lee"
"Madhabi","Mukherjee"
"Mady","Rahl"
"Mae","Madison"
"Mae","West"
"Magda","Guzmán"
"Magda","Schneider"
"Magdalena","Max-Neef"
"Magnus","Hirschfeld"
"Mahadeva","Iyer"
"Mahatma","Gandhi"
"Mahmoud","Darwich"
"Malcolm","Sabiston"
"Malika","Khatir"
"Mamoru","Shigemitsu"
"Man-lei","Wong"
"Manfred","Zapatka"
"Manley","Pope Jr."
"Manne","Dumpke"
"Manoel","de Oliveira"
"Mantan","Moreland"
"Manuel","Alexandre"
"Manuel","Bermúdez 'Boliche'"
"Manuel","Crespo"
"Manuel","Santos 'Santos'"
"Manuel 'Loco'","Valdés"
"Manuel (I)","Jiménez"
"Manuela","Arcuri"
"Marc","Courtiol"
"Marc (I)","Lawrence"
"Marc (I)","Platt"
"Marcel","Amont"
"Marcel","Louis-Joseph"
"Marcel","Marceau"
"Marcel","Melrac"
"Marcel","Thil"
"Marceline","Day"
"Marcelle","Suire"
"Marcellite","Garner"
"Marcello","Giorda"
"Marcello","Mastroianni"
"Marcia","Sharif"
"Marcia","Walter"
"Marco","Marinò"
"Marcos","Zucker"
"Marcus","Nispel"
"Marcus","Shirock"
"Mareike","Xander"
"Marga","López"
"Margaret","Barton"
"Margaret","Hall"
"Margaret","Harvey"
"Margaret","O'Brien"
"Margaret","Pellegrini"
"Margaretha","Krook"
"Margot","Hielscher"
"Margreth","Weivers"
"Marguerite","Cassan"
"Marguerite","Clark"
"Marguerite","Viby"
"Marguerite","Whitten"
"Mari","Emlyn"
"Mari Ángeles","Acevedo"
"Maria","Broniewska"
"Maria","Charles"
"Maria","Estela"
"Maria","Fernanda"
"Maria","Izabel"
"Maria","Kaniewska"
"Maria","Körber"
"Maria","Riva"
"Maria","Schell"
"Maria","Soccor"
"Maria","Stein"
"María","Asquerino"
"María","Dulce"
"María","Isbert"
"María","Julieta"
"María","Salomé"
"Mária","Lázár"
"María (I)","Victoria"
"María Concepción","César"
"María de los Ángeles (I)","Morales"
"María Jesús","Valdés"
"María Luisa (II)","Gutiérrez"
"María Rosa","Gallo"
"María Teresa","Campos"
"Mariana","Prommel"
"Marianna","Tsaregradskaya"
"Marianne (I)","Hoppe"
"Marie","Collins"
"Marie","Dressler"
"Marie","Foulquie"
"Marie","Louisa"
"Marie","Mergey"
"Marie","Taquet"
"Marie","Windsor"
"Marie-Ange","Aniès"
"Marie-Annick","Abgrall"
"Marie-Françoise","Mimbie"
"Marie Louise","Bobb"
"Marilyn","Monroe"
"Marina","Berti"
"Marina","Vlady"
"Mario","Carotenuto"
"Mario","Tosi"
"Mário","Almada"
"Mário","Lago"
"Mário","Thomar"
"Mario (I)","Peixoto"
"Mario (II)","Castillo"
"Marion","Davies"
"Marion","Malville"
"Marion","Shilling"
"Marisa","de Leza"
"Marisa","Indice"
"Marisa","Merlini"
"Marisol","Sarasin"
"Marita","Hing"
"Marita","Nordberg"
"Mariya","Yasnikova"
"Marjan","Duchesne"
"Marjorie","Daw"
"Marjorie","Lord"
"Marjorie","Marquissee"
"Marjorie","Sahir"
"Mark","Calaway"
"Mark","Derman"
"Mark","Twain"
"Mark","van den Bos"
"Marlene","Dietrich"
"Marlon","Brando"
"Marni","Nixon"
"Marsha (I)","Hunt"
"Marta (I)","Flores"
"Marta (II)","González"
"Martha","Roth"
"Martha","Scott"
"Martha Ofelia","Galindo"
"Marthe","Mercadier"
"Martin","Andersen Nexø"
"Martin","Halm"
"Martin","Petersen"
"Martin (I)","Benson"
"Martin (I)","Ritt"
"Martine","de Breteuil"
"Martti","Palo"
"Martyn (I)","Green"
"Marujita","Díaz"
"Marvin","Kalb"
"Mary","Carrillo"
"Mary","Donn"
"Mary","González"
"Mary","Philbin"
"Mary","Pickford"
"Mary (I)","Martin"
"Mary (I)","Stuart"
"Mary Hayley","Bell"
"Mary Lou","Loredan"
"Mary Margaret","Robinson"
"Mason","Waqar"
"Massimiliano","Giovannetti"
"Massimo","Ceccherini"
"Massimo","Girotti"
"Massimo","Rosari"
"Master","Hardik"
"Master","Mushtaq"
"Mathilde","Cuckierman"
"Matías","Prats"
"Matt","Mauriber"
"Matt","Servitto"
"Matt","Wiechel"
"Matthew 'Stymie'","Beard"
"Matti","Kassila"
"Matti","Kuusla"
"Matti","Ranin"
"Mátyás","Usztics"
"Maud","Hyttenberg"
"Maura","Murphy"
"Maureen","All"
"Maureen","O'Hara"
"Maurice","Baquet"
"Maurice","Biraud"
"Maurice","Chevit"
"Maurice","Pierrat"
"Maurice","Teynac"
"Mauritz","Stiller"
"Max","Bygraves"
"Max","Fleischer"
"Max","Lemon"
"Max","Reinhardt"
"Max","Schmeling"
"Max","von Sydow"
"Maxime","Nourissat"
"Maxine","Stuart"
"Maxine","Wetrom"
"Maxwell","Sinovoi"
"May","McAvoy"
"May","Phua"
"Maya","Deren"
"Mayahuel","Tecozautla"
"Medhar","Kulkarini"
"Megan","Gale"
"Meinhardt","Raabe"
"Mel","Blanc"
"Mel","Tormé"
"Mel (I)","Ferrer"
"Melissa","Maylee"
"Melissa","Repka"
"Melvin","Purvis"
"Melvin","Shaw"
"Melvin","Williams"
"Mercedes","Bin"
"Mercedes","McCambridge"
"Merle","Oberon"
"Merrill","Carsh"
"Meta","Velander"
"Mhinniutk","Cohelo"
"Mia","Delphie"
"Mia","Farrow"
"Micaela","Kreißler"
"Michael","Ansara"
"Michael","Blackson"
"Michael","Curtiz"
"Michael","Durack"
"Michael","Guerin"
"Michael","Junio"
"Michael","Medwin"
"Michael","Polish"
"Michael","Wajacs"
"Michael (I)","Clarke"
"Michael (I)","Gough"
"Michael (I)","Higgins"
"Michael (I)","Kirby"
"Michael (I)","Lawrence"
"Michael (I)","Pate"
"Michael (II)","Atherton"
"Michael D. (I)","Moore"
"Michal","Zoharetz"
"Michel","Barbey"
"Michel","Bouquet"
"Michel","Doriac"
"Michel","Galabru"
"Michel","Piccoli"
"Micheline","Boudet"
"Micheline","Francey"
"Micheline","Presle"
"Mickey","Carroll"
"Mickey","Knox"
"Mickey (I)","Rooney"
"Mido","Himadi"
"Mies de","Heer"
"Mighty","Rasta"
